name,parent
Hellzapoppin',English | Short | Pre-1950 | Comedy | Comedy
Holiday,English | Short | Pre-1950 | Comedy | Comedy
I Know Where I'm Going!,English | Short | Pre-1950 | Comedy | Comedy
It's a Gift,English | Short | Pre-1950 | Comedy | Comedy
Kind Hearts and Coronets,English | Short | Pre-1950 | Comedy | Comedy
"Miracle of Morgan's Creek, The",English | Short | Pre-1950 | Comedy | Comedy
"Steamboat Bill, Jr.",English | Short | Pre-1950 | Comedy | Comedy
Our Hospitality,English | Short | Pre-1950 | Comedy | Family
"Awful Truth, The",English | Short | Pre-1950 | Comedy | Romance
Bringing Up Baby,English | Short | Pre-1950 | Comedy | Romance
"Cameraman, The",English | Short | Pre-1950 | Comedy | Romance
City Lights,English | Short | Pre-1950 | Comedy | Romance
Design for Living,English | Short | Pre-1950 | Comedy | Romance
His Girl Friday,English | Short | Pre-1950 | Comedy | Romance
"Lady Eve, The",English | Short | Pre-1950 | Comedy | Romance
Modern Times,English | Short | Pre-1950 | Comedy | Romance
"Palm Beach Story, The",English | Short | Pre-1950 | Comedy | Romance
Seven Chances,English | Short | Pre-1950 | Comedy | Romance
"Shop Around the Corner, The",English | Short | Pre-1950 | Comedy | Romance
Sullivan's Travels,English | Short | Pre-1950 | Comedy | Romance
Trouble in Paradise,English | Short | Pre-1950 | Comedy | Romance
To Be or Not to Be,English | Short | Pre-1950 | Comedy | War
Man of Aran,English | Short | Pre-1950 | Documentary | Documentary
Nanook of the North,English | Short | Pre-1950 | Documentary | Documentary
Fires Were Started,English | Short | Pre-1950 | Documentary | Drama
"Diary for Timothy, A",English | Short | Pre-1950 | Documentary | Short
Listen to Britain,English | Short | Pre-1950 | Documentary | Short
Shanghai Express,English | Short | Pre-1950 | Drama | Adventure
Scarface,English | Short | Pre-1950 | Drama | Biography
"Circus, The",English | Short | Pre-1950 | Drama | Comedy
"Kid, The",English | Short | Pre-1950 | Drama | Comedy
Detour,English | Short | Pre-1950 | Drama | Crime
Gun Crazy,English | Short | Pre-1950 | Drama | Crime
"Reckless Moment, The",English | Short | Pre-1950 | Drama | Crime
They Live by Night,English | Short | Pre-1950 | Drama | Crime
"Crowd, The",English | Short | Pre-1950 | Drama | Drama
"Magnificent Ambersons, The",English | Short | Pre-1950 | Drama | Drama
Make Way for Tomorrow,English | Short | Pre-1950 | Drama | Drama
Tabu,English | Short | Pre-1950 | Drama | Drama
To Have and Have Not,English | Short | Pre-1950 | Drama | Drama
"Wind, The",English | Short | Pre-1950 | Drama | Drama
In a Lonely Place,English | Short | Pre-1950 | Drama | Mystery
"Lady from Shanghai, The",English | Short | Pre-1950 | Drama | Mystery
Laura,English | Short | Pre-1950 | Drama | Mystery
Young Mr. Lincoln,English | Short | Pre-1950 | Drama | Political
Black Narcissus,English | Short | Pre-1950 | Drama | Religious
Brief Encounter,English | Short | Pre-1950 | Drama | Romance
Broken Blossoms,English | Short | Pre-1950 | Drama | Romance
Letter from an Unknown Woman,English | Short | Pre-1950 | Drama | Romance
"Woman of Paris, A",English | Short | Pre-1950 | Drama | Romance
Casablanca,English | Short | Pre-1950 | Drama | War
Morocco,English | Short | Pre-1950 | Drama | War
King Kong,English | Short | Pre-1950 | Fantasy | Adventure
Sherlock Jr.,English | Short | Pre-1950 | Fantasy | Comedy
Pinocchio,English | Short | Pre-1950 | Fantasy | Family
"Matter of Life and Death, A",English | Short | Pre-1950 | Fantasy | Fantasy
"Ghost and Mrs. Muir, The",English | Short | Pre-1950 | Fantasy | Romance
Freaks,English | Short | Pre-1950 | Horror | Drama
I Walked with a Zombie,English | Short | Pre-1950 | Horror | Drama
Bride of Frankenstein,English | Short | Pre-1950 | Horror | Science Fiction
Frankenstein,English | Short | Pre-1950 | Horror | Science Fiction
Love Me Tonight,English | Short | Pre-1950 | Musical | Comedy
42nd Street,English | Short | Pre-1950 | Musical | Dance
On the Town,English | Short | Pre-1950 | Musical | Dance
Dumbo,English | Short | Pre-1950 | Musical | Family
"Wizard of Oz, The",English | Short | Pre-1950 | Musical | Fantasy
"Night at the Opera, A",English | Short | Pre-1950 | Musical | Musical
Top Hat,English | Short | Pre-1950 | Musical | Musical
Rope,English | Short | Pre-1950 | Thriller | Crime
Cat People,English | Short | Pre-1950 | Thriller | Horror
"Maltese Falcon, The",English | Short | Pre-1950 | Thriller | Mystery
Out of the Past,English | Short | Pre-1950 | Thriller | Mystery
"Third Man, The",English | Short | Pre-1950 | Thriller | Mystery
"39 Steps, The",English | Short | Pre-1950 | Thriller | Spy
"Lady Vanishes, The",English | Short | Pre-1950 | Thriller | Spy
Notorious,English | Short | Pre-1950 | Thriller | Thriller
Meshes of the Afternoon,English | Short | Pre-1950 | Avant-Garde | Short
Assault on Precinct 13,English | Short | 1950-1990 | Action | Action
Blazing Saddles,English | Short | 1950-1990 | Adventure | Comedy
Moonfleet,English | Short | 1950-1990 | Adventure | Drama
High Noon,English | Short | 1950-1990 | Adventure | Western
Man of the West,English | Short | 1950-1990 | Adventure | Western
Ride the High Country,English | Short | 1950-1990 | Adventure | Western
Airplane!,English | Short | 1950-1990 | Comedy | Comedy
Ferris Bueller's Day Off,English | Short | 1950-1990 | Comedy | Comedy
"Ladies Man, The",English | Short | 1950-1990 | Comedy | Comedy
"Party, The",English | Short | 1950-1990 | Comedy | Comedy
"Producers, The",English | Short | 1950-1990 | Comedy | Comedy
Raising Arizona,English | Short | 1950-1990 | Comedy | Comedy
Stand by Me,English | Short | 1950-1990 | Comedy | Comedy
Stranger Than Paradise,English | Short | 1950-1990 | Comedy | Comedy
Zelig,English | Short | 1950-1990 | Comedy | Comedy
Pink Flamingos,English | Short | 1950-1990 | Comedy | Crime
Harold and Maude,English | Short | 1950-1990 | Comedy | Drama
"Princess Bride, The",English | Short | 1950-1990 | Comedy | Family
Monty Python and the Holy Grail,English | Short | 1950-1990 | Comedy | History
This is Spinal Tap,English | Short | 1950-1990 | Comedy | Musical
Monty Python's Life of Brian,English | Short | 1950-1990 | Comedy | Religious
Annie Hall,English | Short | 1950-1990 | Comedy | Romance
Gregory's Girl,English | Short | 1950-1990 | Comedy | Romance
Manhattan,English | Short | 1950-1990 | Comedy | Romance
When Harry Met Sally...,English | Short | 1950-1990 | Comedy | Romance
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,English | Short | 1950-1990 | Comedy | War
Love and Death,English | Short | 1950-1990 | Comedy | War
Grey Gardens,English | Short | 1950-1990 | Documentary | Comedy
"Harlan County, U.S.A.",English | Short | 1950-1990 | Documentary | Documentary
Koyaanisqatsi,English | Short | 1950-1990 | Documentary | Documentary
Salesman,English | Short | 1950-1990 | Documentary | Documentary
"Thin Blue Line, The",English | Short | 1950-1990 | Documentary | Documentary
Titicut Follies,English | Short | 1950-1990 | Documentary | Drama
Don't Look Back,English | Short | 1950-1990 | Documentary | Musical
Gimme Shelter,English | Short | 1950-1990 | Documentary | Musical
Dirty Harry,English | Short | 1950-1990 | Drama | Action
Walkabout,English | Short | 1950-1990 | Drama | Adventure
"Breakfast Club, The",English | Short | 1950-1990 | Drama | Comedy
Crimes and Misdemeanors,English | Short | 1950-1990 | Drama | Comedy
Deep End,English | Short | 1950-1990 | Drama | Comedy
"Faster, Pussycat! Kill! Kill!",English | Short | 1950-1990 | Drama | Comedy
Female Trouble,English | Short | 1950-1990 | Drama | Comedy
"Ladykillers, The",English | Short | 1950-1990 | Drama | Comedy
Paper Moon,English | Short | 1950-1990 | Drama | Comedy
"Sun Shines Bright, The",English | Short | 1950-1990 | Drama | Comedy
Badlands,English | Short | 1950-1990 | Drama | Crime
"Big Heat, The",English | Short | 1950-1990 | Drama | Crime
"French Connection, The",English | Short | 1950-1990 | Drama | Crime
12 Angry Men,English | Short | 1950-1990 | Drama | Drama
Bigger Than Life,English | Short | 1950-1990 | Drama | Drama
"Dead, The",English | Short | 1950-1990 | Drama | Drama
"Distant Voices, Still Lives",English | Short | 1950-1990 | Drama | Drama
Easy Rider,English | Short | 1950-1990 | Drama | Drama
Five Easy Pieces,English | Short | 1950-1990 | Drama | Drama
Flaming Creatures,English | Short | 1950-1990 | Drama | Drama
Killer of Sheep,English | Short | 1950-1990 | Drama | Drama
Shadows,English | Short | 1950-1990 | Drama | Drama
Sweet Smell of Success,English | Short | 1950-1990 | Drama | Drama
Two-Lane Blacktop,English | Short | 1950-1990 | Drama | Drama
Written on the Wind,English | Short | 1950-1990 | Drama | Drama
Seven Women,English | Short | 1950-1990 | Drama | History
Shock Corridor,English | Short | 1950-1990 | Drama | Mystery
All That Heaven Allows,English | Short | 1950-1990 | Drama | Romance
Days of Heaven,English | Short | 1950-1990 | Drama | Romance
Saturday Night and Sunday Morning,English | Short | 1950-1990 | Drama | Romance
Dog Star Man,English | Short | 1950-1990 | Drama | Short
Fat City,English | Short | 1950-1990 | Drama | Sport
"Loneliness of the Long Distance Runner, The",English | Short | 1950-1990 | Drama | Sport
Pickup on South Street,English | Short | 1950-1990 | Drama | Spy
"Killing, The",English | Short | 1950-1990 | Drama | Thriller
Paths of Glory,English | Short | 1950-1990 | Drama | War
"Purple Rose of Cairo, The",English | Short | 1950-1990 | Fantasy | Comedy
Near Dark,English | Short | 1950-1990 | Horror | Drama
Eraserhead,English | Short | 1950-1990 | Horror | Fantasy
Carnival of Souls,English | Short | 1950-1990 | Horror | Horror
Dracula,English | Short | 1950-1990 | Horror | Horror
Evil Dead II,English | Short | 1950-1990 | Horror | Horror
"Fly, The",English | Short | 1950-1990 | Horror | Horror
Night of the Demon,English | Short | 1950-1990 | Horror | Horror
Night of the Living Dead,English | Short | 1950-1990 | Horror | Horror
"Wicker Man, The",English | Short | 1950-1990 | Horror | Mystery
Carrie,English | Short | 1950-1990 | Horror | Thriller
Halloween,English | Short | 1950-1990 | Horror | Thriller
"Innocents, The",English | Short | 1950-1990 | Horror | Thriller
"Hard Day's Night, A",English | Short | 1950-1990 | Musical | Comedy
Singin' in the Rain,English | Short | 1950-1990 | Musical | Dance
Phantom of the Paradise,English | Short | 1950-1990 | Musical | Horror
Gentlemen Prefer Blondes,English | Short | 1950-1990 | Musical | Musical
Mad Max 2,English | Short | 1950-1990 | Science Fiction | Action
Robocop,English | Short | 1950-1990 | Science Fiction | Crime
Invasion of the Body Snatchers,English | Short | 1950-1990 | Science Fiction | Horror
"Thing from Another World, The",English | Short | 1950-1990 | Science Fiction | Horror
"Day the Earth Stood Still, The",English | Short | 1950-1990 | Science Fiction | Science Fiction
Forbidden Planet,English | Short | 1950-1990 | Science Fiction | Science Fiction
"Incredible Shrinking Man, The",English | Short | 1950-1990 | Science Fiction | Science Fiction
They Live,English | Short | 1950-1990 | Science Fiction | Thriller
Enter the Dragon,English | Short | 1950-1990 | Thriller | Crime
Point Blank,English | Short | 1950-1990 | Thriller | Crime
Blood Simple,English | Short | 1950-1990 | Thriller | Drama
Strangers on a Train,English | Short | 1950-1990 | Thriller | Drama
"Texas Chainsaw Massacre, The",English | Short | 1950-1990 | Thriller | Horror
"Night of the Hunter, The",English | Short | 1950-1990 | Thriller | Thriller
Scorpio Rising,English | Short | 1950-1990 | Avant-Garde | Short
WALL-E,English | Short | 1990-Now | Animated | Adventure
Outer Space,English | Short | 1990-Now | Animated | Short
Rushmore,English | Short | 1990-Now | Comedy | Comedy
Grizzly Man,English | Short | 1990-Now | Documentary | Documentary
Blue,English | Short | 1990-Now | Documentary | Drama
Trainspotting,English | Short | 1990-Now | Drama | Comedy
Fargo,English | Short | 1990-Now | Drama | Crime
Reservoir Dogs,English | Short | 1990-Now | Drama | Crime
Bad Lieutenant,English | Short | 1990-Now | Drama | Drama
Dazed and Confused,English | Short | 1990-Now | Drama | Drama
Elephant,English | Short | 1990-Now | Drama | Drama
Gummo,English | Short | 1990-Now | Drama | Drama
"History of Violence, A",English | Short | 1990-Now | Drama | Drama
"Long Day Closes, The",English | Short | 1990-Now | Drama | Drama
Lost in Translation,English | Short | 1990-Now | Drama | Drama
My Own Private Idaho,English | Short | 1990-Now | Drama | Drama
Punch-Drunk Love,English | Short | 1990-Now | Drama | Drama
Requiem for a Dream,English | Short | 1990-Now | Drama | Drama
Hunger,English | Short | 1990-Now | Drama | History
Orlando,English | Short | 1990-Now | Drama | History
Before Sunrise,English | Short | 1990-Now | Drama | Romance
Before Sunset,English | Short | 1990-Now | Drama | Romance
Toy Story,English | Short | 1990-Now | Fantasy | Comedy
Groundhog Day,English | Short | 1990-Now | Fantasy | Fantasy
Edward Scissorhands,English | Short | 1990-Now | Fantasy | Romance
"47 Ronin, The",Foreign | Long | Pre-1950 | Action | History
Triumph of the Will,Foreign | Long | Pre-1950 | Documentary | History
Olympia,Foreign | Long | Pre-1950 | Documentary | Sport
"Rules of the Game, The",Foreign | Long | Pre-1950 | Drama | Comedy
Pandora's Box,Foreign | Long | Pre-1950 | Drama | Crime
Day of Wrath,Foreign | Long | Pre-1950 | Drama | Drama
Late Spring,Foreign | Long | Pre-1950 | Drama | Drama
Limite,Foreign | Long | Pre-1950 | Drama | Drama
Ossessione,Foreign | Long | Pre-1950 | Drama | Drama
Stromboli,Foreign | Long | Pre-1950 | Drama | Drama
"Terra trema, La",Foreign | Long | Pre-1950 | Drama | Drama
"Passion of Joan of Arc, The",Foreign | Long | Pre-1950 | Drama | History
"Grande illusion, La",Foreign | Long | Pre-1950 | Drama | Prison
"Enfants du paradis, Les",Foreign | Long | Pre-1950 | Drama | Romance
"Story of the Last Chrysanthemums, The",Foreign | Long | Pre-1950 | Drama | Romance
Alexander Nevsky,Foreign | Long | Pre-1950 | Drama | War
Napoléon,Foreign | Long | Pre-1950 | Drama | War
Paisan,Foreign | Long | Pre-1950 | Drama | War
"Rome, Open City",Foreign | Long | Pre-1950 | Drama | War
Faust,Foreign | Long | Pre-1950 | Fantasy | Drama
Metropolis,Foreign | Long | Pre-1950 | Fantasy | Science Fiction
"Vampires, Les",Foreign | Long | Pre-1950 | Thriller | Crime
"Dr. Mabuse, The Gambler",Foreign | Long | Pre-1950 | Thriller | Mystery
"Testament of Dr. Mabuse, The",Foreign | Long | Pre-1950 | Thriller | Mystery
"Boot, Das",Foreign | Long | 1950-1990 | Action | Adventure
Sholay,Foreign | Long | 1950-1990 | Action | Drama
"Good, the Bad and the Ugly, The",Foreign | Long | 1950-1990 | Adventure | Action
"Touch of Zen, A",Foreign | Long | 1950-1990 | Adventure | Action
"Holy Mountain, The",Foreign | Long | 1950-1990 | Adventure | Drama
Once Upon a Time in the West,Foreign | Long | 1950-1990 | Adventure | Western
Akira,Foreign | Long | 1950-1990 | Animated | Science Fiction
Mon oncle,Foreign | Long | 1950-1990 | Comedy | Comedy
Playtime,Foreign | Long | 1950-1990 | Comedy | Comedy
We All Loved Each Other So Much,Foreign | Long | 1950-1990 | Comedy | Comedy
Xala,Foreign | Long | 1950-1990 | Comedy | Comedy
"Out 1, noli me tangere",Foreign | Long | 1950-1990 | Comedy | Drama
Smiles of a Summer Night,Foreign | Long | 1950-1990 | Comedy | Romance
Diary,Foreign | Long | 1950-1990 | Documentary | Documentary
"Grin Without a Cat, A",Foreign | Long | 1950-1990 | Documentary | Documentary
Shoah,Foreign | Long | 1950-1990 | Documentary | Documentary
Twenty Years Later,Foreign | Long | 1950-1990 | Documentary | Documentary
"Hour of the Furnaces, The",Foreign | Long | 1950-1990 | Documentary | Political
"Emperor's Naked Army Marches On, The",Foreign | Long | 1950-1990 | Documentary | War
"Sorrow and the Pity, The",Foreign | Long | 1950-1990 | Documentary | War
Harakiri,Foreign | Long | 1950-1990 | Drama | Action
Seven Samurai,Foreign | Long | 1950-1990 | Drama | Action
Yojimbo,Foreign | Long | 1950-1990 | Drama | Action
In the Realm of the Senses,Foreign | Long | 1950-1990 | Drama | Adult
Dersu Uzala,Foreign | Long | 1950-1990 | Drama | Adventure
Fitzcarraldo,Foreign | Long | 1950-1990 | Drama | Adventure
"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",Foreign | Long | 1950-1990 | Drama | Avant-Garde
Edvard Munch,Foreign | Long | 1950-1990 | Drama | Biography
"Enigma of Kaspar Hauser, The",Foreign | Long | 1950-1990 | Drama | Biography
Fellini's Casanova,Foreign | Long | 1950-1990 | Drama | Biography
Hitler: A Film from Germany,Foreign | Long | 1950-1990 | Drama | Biography
Lola Montès,Foreign | Long | 1950-1990 | Drama | Biography
Ludwig,Foreign | Long | 1950-1990 | Drama | Biography
"Mirror, The",Foreign | Long | 1950-1990 | Drama | Biography
Amarcord,Foreign | Long | 1950-1990 | Drama | Comedy
Cinema Paradiso,Foreign | Long | 1950-1990 | Drama | Comedy
Day for Night,Foreign | Long | 1950-1990 | Drama | Comedy
Fellini's Roma,Foreign | Long | 1950-1990 | Drama | Comedy
Mon oncle d'Amérique,Foreign | Long | 1950-1990 | Drama | Comedy
Stroszek,Foreign | Long | 1950-1990 | Drama | Comedy
Cría cuervos,Foreign | Long | 1950-1990 | Drama | Crime
Once Upon a Time in America,Foreign | Long | 1950-1990 | Drama | Crime
Rififi,Foreign | Long | 1950-1990 | Drama | Crime
"Trou, Le",Foreign | Long | 1950-1990 | Drama | Crime
8½,Foreign | Long | 1950-1990 | Drama | Drama
Accattone,Foreign | Long | 1950-1990 | Drama | Drama
Alice in the Cities,Foreign | Long | 1950-1990 | Drama | Drama
Aparajito,Foreign | Long | 1950-1990 | Drama | Drama
"Autumn Afternoon, An",Foreign | Long | 1950-1990 | Drama | Drama
"Ballad of Narayama, The",Foreign | Long | 1950-1990 | Drama | Drama
"Bitter Tears of Petra von Kant, The",Foreign | Long | 1950-1990 | Drama | Drama
Claire's Knee,Foreign | Long | 1950-1990 | Drama | Drama
Cries and Whispers,Foreign | Long | 1950-1990 | Drama | Drama
Death in Venice,Foreign | Long | 1950-1990 | Drama | Drama
Dekalog,Foreign | Long | 1950-1990 | Drama | Drama
"Dolce vita, La",Foreign | Long | 1950-1990 | Drama | Drama
Early Summer,Foreign | Long | 1950-1990 | Drama | Drama
Europa '51,Foreign | Long | 1950-1990 | Drama | Drama
Fanny and Alexander,Foreign | Long | 1950-1990 | Drama | Drama
Floating Weeds,Foreign | Long | 1950-1990 | Drama | Drama
Gertrud,Foreign | Long | 1950-1990 | Drama | Drama
"Grido, Il",Foreign | Long | 1950-1990 | Drama | Drama
Ikiru,Foreign | Long | 1950-1990 | Drama | Drama
In a Year with 13 Moons,Foreign | Long | 1950-1990 | Drama | Drama
India Song,Foreign | Long | 1950-1990 | Drama | Drama
Kings of the Road,Foreign | Long | 1950-1990 | Drama | Drama
Landscape in the Mist,Foreign | Long | 1950-1990 | Drama | Drama
Last Tango in Paris,Foreign | Long | 1950-1990 | Drama | Drama
"Life of Oharu, The",Foreign | Long | 1950-1990 | Drama | Drama
Mamma Roma,Foreign | Long | 1950-1990 | Drama | Drama
"Mother and the Whore, The",Foreign | Long | 1950-1990 | Drama | Drama
Muriel,Foreign | Long | 1950-1990 | Drama | Drama
My Little Loves,Foreign | Long | 1950-1990 | Drama | Drama
Nights of Cabiria,Foreign | Long | 1950-1990 | Drama | Drama
Nostalghia,Foreign | Long | 1950-1990 | Drama | Drama
"Notte, La",Foreign | Long | 1950-1990 | Drama | Drama
"Passenger, The",Foreign | Long | 1950-1990 | Drama | Drama
Pather Panchali,Foreign | Long | 1950-1990 | Drama | Drama
Pierrot le fou,Foreign | Long | 1950-1990 | Drama | Drama
Providence,Foreign | Long | 1950-1990 | Drama | Drama
Red Beard,Foreign | Long | 1950-1990 | Drama | Drama
Red Desert,Foreign | Long | 1950-1990 | Drama | Drama
Rocco and His Brothers,Foreign | Long | 1950-1990 | Drama | Drama
"Sacrifice, The",Foreign | Long | 1950-1990 | Drama | Drama
Sansho the Bailiff,Foreign | Long | 1950-1990 | Drama | Drama
Scenes from a Marriage,Foreign | Long | 1950-1990 | Drama | Drama
Second Breath,Foreign | Long | 1950-1990 | Drama | Drama
"Strada, La",Foreign | Long | 1950-1990 | Drama | Drama
Subarnarekha,Foreign | Long | 1950-1990 | Drama | Drama
Taipei Story,Foreign | Long | 1950-1990 | Drama | Drama
Time of the Gypsies,Foreign | Long | 1950-1990 | Drama | Drama
"Time to Live and the Time to Die, The",Foreign | Long | 1950-1990 | Drama | Drama
Tokyo Story,Foreign | Long | 1950-1990 | Drama | Drama
"Tree of Wooden Clogs, The",Foreign | Long | 1950-1990 | Drama | Drama
Two English Girls,Foreign | Long | 1950-1990 | Drama | Drama
Vagabond,Foreign | Long | 1950-1990 | Drama | Drama
Veronika Voss,Foreign | Long | 1950-1990 | Drama | Drama
Woman in the Dunes,Foreign | Long | 1950-1990 | Drama | Drama
Yol,Foreign | Long | 1950-1990 | Drama | Drama
"Trial, The",Foreign | Long | 1950-1990 | Drama | Fantasy
Yeelen,Foreign | Long | 1950-1990 | Drama | Fantasy
Andrei Rublev,Foreign | Long | 1950-1990 | Drama | History
Berlin Alexanderplatz,Foreign | Long | 1950-1990 | Drama | History
Fellini Satyricon,Foreign | Long | 1950-1990 | Drama | History
"Last Emperor, The",Foreign | Long | 1950-1990 | Drama | History
"Leopard, The",Foreign | Long | 1950-1990 | Drama | History
Marketa Lazarová,Foreign | Long | 1950-1990 | Drama | History
Salvatore Giuliano,Foreign | Long | 1950-1990 | Drama | History
Arrebato,Foreign | Long | 1950-1990 | Drama | Horror
"Cloud-Capped Star, The",Foreign | Long | 1950-1990 | Drama | Musical
Mother India,Foreign | Long | 1950-1990 | Drama | Musical
Pyaasa,Foreign | Long | 1950-1990 | Drama | Musical
"Avventura, L'",Foreign | Long | 1950-1990 | Drama | Mystery
Blow-Up,Foreign | Long | 1950-1990 | Drama | Mystery
"Saragossa Manuscript, The",Foreign | Long | 1950-1990 | Drama | Mystery
1900,Foreign | Long | 1950-1990 | Drama | Political
"Age of the Earth, The",Foreign | Long | 1950-1990 | Drama | Political
"Black God, White Devil",Foreign | Long | 1950-1990 | Drama | Political
"City of Sadness, A",Foreign | Long | 1950-1990 | Drama | Political
"Conformist, The",Foreign | Long | 1950-1990 | Drama | Political
I Am Cuba,Foreign | Long | 1950-1990 | Drama | Political
Terra em Transe,Foreign | Long | 1950-1990 | Drama | Political
"Travelling Players, The",Foreign | Long | 1950-1990 | Drama | Political
Diary of a Country Priest,Foreign | Long | 1950-1990 | Drama | Religious
"Gospel According to St. Matthew, The",Foreign | Long | 1950-1990 | Drama | Religious
Ordet,Foreign | Long | 1950-1990 | Drama | Religious
Charulata,Foreign | Long | 1950-1990 | Drama | Romance
Dust in the Wind,Foreign | Long | 1950-1990 | Drama | Romance
"Eclisse, L'",Foreign | Long | 1950-1990 | Drama | Romance
Floating Clouds,Foreign | Long | 1950-1990 | Drama | Romance
Kaagaz Ke Phool,Foreign | Long | 1950-1990 | Drama | Romance
Madame de...,Foreign | Long | 1950-1990 | Drama | Romance
My Night at Maud's,Foreign | Long | 1950-1990 | Drama | Romance
"Woman Next Door, The",Foreign | Long | 1950-1990 | Drama | Romance
Army of Shadows,Foreign | Long | 1950-1990 | Drama | War
"Ascent, The",Foreign | Long | 1950-1990 | Drama | War
"Battle of Algiers, The",Foreign | Long | 1950-1990 | Drama | War
Chimes at Midnight,Foreign | Long | 1950-1990 | Drama | War
Come and See,Foreign | Long | 1950-1990 | Drama | War
"Damned, The",Foreign | Long | 1950-1990 | Drama | War
Kagemusha,Foreign | Long | 1950-1990 | Drama | War
"Marriage of Maria Braun, The",Foreign | Long | 1950-1990 | Drama | War
Ran,Foreign | Long | 1950-1990 | Drama | War
Senso,Foreign | Long | 1950-1990 | Drama | War
Throne of Blood,Foreign | Long | 1950-1990 | Drama | War
"Tin Drum, The",Foreign | Long | 1950-1990 | Drama | War
Arabian Nights,Foreign | Long | 1950-1990 | Fantasy | Adventure
Celine and Julie Go Boating,Foreign | Long | 1950-1990 | Fantasy | Drama
Dodes'ka-den,Foreign | Long | 1950-1990 | Fantasy | Drama
Juliet of the Spirits,Foreign | Long | 1950-1990 | Fantasy | Drama
Wings of Desire,Foreign | Long | 1950-1990 | Fantasy | Drama
Possession,Foreign | Long | 1950-1990 | Horror | Drama
"Salò, or the 120 Days of Sodom",Foreign | Long | 1950-1990 | Horror | Drama
Kwaidan,Foreign | Long | 1950-1990 | Horror | Fantasy
"Tenant, The",Foreign | Long | 1950-1990 | Horror | Thriller
"Young Girls of Rochefort, The",Foreign | Long | 1950-1990 | Musical | Dance
Solaris,Foreign | Long | 1950-1990 | Science Fiction | Drama
Stalker,Foreign | Long | 1950-1990 | Science Fiction | Mystery
"Wages of Fear, The",Foreign | Long | 1950-1990 | Thriller | Adventure
High and Low,Foreign | Long | 1950-1990 | Thriller | Crime
"Killer, The",Foreign | Long | 1950-1990 | Thriller | Crime
"Red Circle, The",Foreign | Long | 1950-1990 | Thriller | Crime
Vengeance is Mine,Foreign | Long | 1950-1990 | Thriller | Crime
Dead Ringers,Foreign | Long | 1950-1990 | Thriller | Horror
"Diaboliques, Les",Foreign | Long | 1950-1990 | Thriller | Mystery
Z,Foreign | Long | 1950-1990 | Thriller | Political
"Région centrale, La",Foreign | Long | 1950-1990 | Avant-Garde | Avant-Garde
"Host, The",Foreign | Long | 1990-Now | Action | Comedy
Oldboy,Foreign | Long | 1990-Now | Action | Mystery
Princess Mononoke,Foreign | Long | 1990-Now | Animated | Adventure
Spirited Away,Foreign | Long | 1990-Now | Animated | Adventure
Amélie,Foreign | Long | 1990-Now | Comedy | Romance
"Last Bolshevik, The",Foreign | Long | 1990-Now | Documentary | Biography
Quince Tree of the Sun,Foreign | Long | 1990-Now | Documentary | Biography
D'Est,Foreign | Long | 1990-Now | Documentary | Documentary
Histoire(s) du cinéma,Foreign | Long | 1990-Now | Documentary | Documentary
Tie Xi Qu: West of the Tracks,Foreign | Long | 1990-Now | Documentary | Documentary
"Crouching Tiger, Hidden Dragon",Foreign | Long | 1990-Now | Drama | Adventure
"Angel at My Table, An",Foreign | Long | 1990-Now | Drama | Biography
"Diving Bell and the Butterfly, The",Foreign | Long | 1990-Now | Drama | Biography
"Puppetmaster, The",Foreign | Long | 1990-Now | Drama | Biography
Van Gogh,Foreign | Long | 1990-Now | Drama | Biography
"Idiots, The",Foreign | Long | 1990-Now | Drama | Comedy
Sátántangó,Foreign | Long | 1990-Now | Drama | Comedy
Y tu mamá también,Foreign | Long | 1990-Now | Drama | Comedy
City of God,Foreign | Long | 1990-Now | Drama | Crime
And Life Goes On...,Foreign | Long | 1990-Now | Drama | Documentary
"4 Months, 3 Weeks and 2 Days",Foreign | Long | 1990-Now | Drama | Drama
Abraham's Valley,Foreign | Long | 1990-Now | Drama | Drama
"Amants du Pont-Neuf, Les",Foreign | Long | 1990-Now | Drama | Drama
Amores perros,Foreign | Long | 1990-Now | Drama | Drama
"Belle noiseuse, La",Foreign | Long | 1990-Now | Drama | Drama
Central Station,Foreign | Long | 1990-Now | Drama | Drama
Code Unknown,Foreign | Long | 1990-Now | Drama | Drama
Colossal Youth,Foreign | Long | 1990-Now | Drama | Drama
"Death of Mr. Lazarescu, The",Foreign | Long | 1990-Now | Drama | Drama
Distant,Foreign | Long | 1990-Now | Drama | Drama
Dogville,Foreign | Long | 1990-Now | Drama | Drama
Festen,Foreign | Long | 1990-Now | Drama | Drama
Flowers of Shanghai,Foreign | Long | 1990-Now | Drama | Drama
"Humanité, L'",Foreign | Long | 1990-Now | Drama | Drama
In Vanda's Room,Foreign | Long | 1990-Now | Drama | Drama
"Intruder, The",Foreign | Long | 1990-Now | Drama | Drama
"Lives of Others, The",Foreign | Long | 1990-Now | Drama | Drama
Memories of Murder,Foreign | Long | 1990-Now | Drama | Drama
Once Upon a Time in Anatolia,Foreign | Long | 1990-Now | Drama | Drama
"Piano Teacher, The",Foreign | Long | 1990-Now | Drama | Drama
Raise the Red Lantern,Foreign | Long | 1990-Now | Drama | Drama
