name,parent
Foreign | Long | 1950-1990 | Fantasy | Adventure,Foreign | Long | 1950-1990 | Fantasy
Foreign | Long | 1950-1990 | Fantasy | Drama,Foreign | Long | 1950-1990 | Fantasy
Foreign | Long | 1950-1990 | Horror | Drama,Foreign | Long | 1950-1990 | Horror
Foreign | Long | 1950-1990 | Horror | Fantasy,Foreign | Long | 1950-1990 | Horror
Foreign | Long | 1950-1990 | Horror | Thriller,Foreign | Long | 1950-1990 | Horror
Foreign | Long | 1950-1990 | Musical | Dance,Foreign | Long | 1950-1990 | Musical
Foreign | Long | 1950-1990 | Science Fiction | Drama,Foreign | Long | 1950-1990 | Science Fiction
Foreign | Long | 1950-1990 | Science Fiction | Mystery,Foreign | Long | 1950-1990 | Science Fiction
Foreign | Long | 1950-1990 | Thriller | Adventure,Foreign | Long | 1950-1990 | Thriller
Foreign | Long | 1950-1990 | Thriller | Crime,Foreign | Long | 1950-1990 | Thriller
Foreign | Long | 1950-1990 | Thriller | Horror,Foreign | Long | 1950-1990 | Thriller
Foreign | Long | 1950-1990 | Thriller | Mystery,Foreign | Long | 1950-1990 | Thriller
Foreign | Long | 1950-1990 | Thriller | Political,Foreign | Long | 1950-1990 | Thriller
Foreign | Long | 1950-1990 | Avant-Garde | Avant-Garde,Foreign | Long | 1950-1990 | Avant-Garde
Foreign | Long | 1990-Now | Action | Comedy,Foreign | Long | 1990-Now | Action
Foreign | Long | 1990-Now | Action | Mystery,Foreign | Long | 1990-Now | Action
Foreign | Long | 1990-Now | Animated | Adventure,Foreign | Long | 1990-Now | Animated
Foreign | Long | 1990-Now | Comedy | Romance,Foreign | Long | 1990-Now | Comedy
Foreign | Long | 1990-Now | Documentary | Biography,Foreign | Long | 1990-Now | Documentary
Foreign | Long | 1990-Now | Documentary | Documentary,Foreign | Long | 1990-Now | Documentary
Foreign | Long | 1990-Now | Drama | Adventure,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | Biography,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | Comedy,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | Crime,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | Documentary,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | Drama,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | Fantasy,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | History,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | Horror,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | Romance,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | Science Fiction,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Drama | War,Foreign | Long | 1990-Now | Drama
Foreign | Long | 1990-Now | Fantasy | Adventure,Foreign | Long | 1990-Now | Fantasy
Foreign | Long | 1990-Now | Musical | Drama,Foreign | Long | 1990-Now | Musical
Foreign | Long | 1990-Now | Science Fiction | Drama,Foreign | Long | 1990-Now | Science Fiction
Foreign | Long | 1990-Now | Thriller | Crime,Foreign | Long | 1990-Now | Thriller
Foreign | Long | 1990-Now | Thriller | Drama,Foreign | Long | 1990-Now | Thriller
Foreign | Long | 1990-Now | Thriller | Horror,Foreign | Long | 1990-Now | Thriller
Foreign | Short | Pre-1950 | Animated | Adventure,Foreign | Short | Pre-1950 | Animated
Foreign | Short | Pre-1950 | Comedy | Comedy,Foreign | Short | Pre-1950 | Comedy
Foreign | Short | Pre-1950 | Comedy | Musical,Foreign | Short | Pre-1950 | Comedy
Foreign | Short | Pre-1950 | Documentary | Avant-Garde,Foreign | Short | Pre-1950 | Documentary
Foreign | Short | Pre-1950 | Documentary | Documentary,Foreign | Short | Pre-1950 | Documentary
Foreign | Short | Pre-1950 | Documentary | Horror,Foreign | Short | Pre-1950 | Documentary
Foreign | Short | Pre-1950 | Documentary | Short,Foreign | Short | Pre-1950 | Documentary
Foreign | Short | Pre-1950 | Drama | Avant-Garde,Foreign | Short | Pre-1950 | Drama
Foreign | Short | Pre-1950 | Drama | Comedy,Foreign | Short | Pre-1950 | Drama
Foreign | Short | Pre-1950 | Drama | Crime,Foreign | Short | Pre-1950 | Drama
Foreign | Short | Pre-1950 | Drama | Drama,Foreign | Short | Pre-1950 | Drama
Foreign | Short | Pre-1950 | Drama | History,Foreign | Short | Pre-1950 | Drama
Foreign | Short | Pre-1950 | Drama | Religious,Foreign | Short | Pre-1950 | Drama
Foreign | Short | Pre-1950 | Drama | Romance,Foreign | Short | Pre-1950 | Drama
Foreign | Short | Pre-1950 | Drama | Romantic,Foreign | Short | Pre-1950 | Drama
Foreign | Short | Pre-1950 | Drama | Short,Foreign | Short | Pre-1950 | Drama
Foreign | Short | Pre-1950 | Drama | War,Foreign | Short | Pre-1950 | Drama
Foreign | Short | Pre-1950 | Fantasy | Drama,Foreign | Short | Pre-1950 | Fantasy
Foreign | Short | Pre-1950 | Fantasy | Fantasy,Foreign | Short | Pre-1950 | Fantasy
Foreign | Short | Pre-1950 | Horror | Fantasy,Foreign | Short | Pre-1950 | Horror
Foreign | Short | Pre-1950 | Horror | Horror,Foreign | Short | Pre-1950 | Horror
Foreign | Short | Pre-1950 | Science Fiction | Short,Foreign | Short | Pre-1950 | Science Fiction
Foreign | Short | Pre-1950 | Thriller | Crime,Foreign | Short | Pre-1950 | Thriller
Foreign | Short | Pre-1950 | Thriller | Drama,Foreign | Short | Pre-1950 | Thriller
Foreign | Short | Pre-1950 | Thriller | Spy,Foreign | Short | Pre-1950 | Thriller
Foreign | Short | 1950-1990 | Adventure | Romance,Foreign | Short | 1950-1990 | Adventure
Foreign | Short | 1950-1990 | Animated | Short,Foreign | Short | 1950-1990 | Animated
Foreign | Short | 1950-1990 | Animated | War,Foreign | Short | 1950-1990 | Animated
Foreign | Short | 1950-1990 | Comedy | Comedy,Foreign | Short | 1950-1990 | Comedy
Foreign | Short | 1950-1990 | Comedy | Drama,Foreign | Short | 1950-1990 | Comedy
Foreign | Short | 1950-1990 | Documentary | Avant-Garde,Foreign | Short | 1950-1990 | Documentary
Foreign | Short | 1950-1990 | Documentary | Documentary,Foreign | Short | 1950-1990 | Documentary
Foreign | Short | 1950-1990 | Documentary | Short,Foreign | Short | 1950-1990 | Documentary
Foreign | Short | 1950-1990 | Documentary | War,Foreign | Short | 1950-1990 | Documentary
Foreign | Short | 1950-1990 | Drama | Action,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Biography,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Comedy,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Crime,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Drama,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Fantasy,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | History,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Mystery,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Political,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Prison,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Religious,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Romance,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Short,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Thriller,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | War,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Drama | Western,Foreign | Short | 1950-1990 | Drama
Foreign | Short | 1950-1990 | Fantasy | Drama,Foreign | Short | 1950-1990 | Fantasy
Foreign | Short | 1950-1990 | Fantasy | Family,Foreign | Short | 1950-1990 | Fantasy
Foreign | Short | 1950-1990 | Horror | Drama,Foreign | Short | 1950-1990 | Horror
Foreign | Short | 1950-1990 | Horror | Horror,Foreign | Short | 1950-1990 | Horror
Foreign | Short | 1950-1990 | Horror | Science Fiction,Foreign | Short | 1950-1990 | Horror
Foreign | Short | 1950-1990 | Musical | Drama,Foreign | Short | 1950-1990 | Musical
Foreign | Short | 1950-1990 | Musical | Musical,Foreign | Short | 1950-1990 | Musical
Foreign | Short | 1950-1990 | Science Fiction | Drama,Foreign | Short | 1950-1990 | Science Fiction
Foreign | Short | 1950-1990 | Science Fiction | Mystery,Foreign | Short | 1950-1990 | Science Fiction
Foreign | Short | 1950-1990 | Thriller | Crime,Foreign | Short | 1950-1990 | Thriller
Foreign | Short | 1950-1990 | Thriller | Drama,Foreign | Short | 1950-1990 | Thriller
Foreign | Short | 1950-1990 | Thriller | Horror,Foreign | Short | 1950-1990 | Thriller
Foreign | Short | 1950-1990 | Avant-Garde | Avant-Garde,Foreign | Short | 1950-1990 | Avant-Garde
Foreign | Short | 1950-1990 | Avant-Garde | Documentary,Foreign | Short | 1950-1990 | Avant-Garde
Foreign | Short | 1950-1990 | Avant-Garde | History,Foreign | Short | 1950-1990 | Avant-Garde
Foreign | Short | 1990-Now | Comedy | Comedy,Foreign | Short | 1990-Now | Comedy
Foreign | Short | 1990-Now | Documentary | Documentary,Foreign | Short | 1990-Now | Documentary
Foreign | Short | 1990-Now | Documentary | Drama,Foreign | Short | 1990-Now | Documentary
Foreign | Short | 1990-Now | Documentary | Science Fiction,Foreign | Short | 1990-Now | Documentary
Foreign | Short | 1990-Now | Drama | Comedy,Foreign | Short | 1990-Now | Drama
Foreign | Short | 1990-Now | Drama | Crime,Foreign | Short | 1990-Now | Drama
Foreign | Short | 1990-Now | Drama | Drama,Foreign | Short | 1990-Now | Drama
Foreign | Short | 1990-Now | Drama | Mystery,Foreign | Short | 1990-Now | Drama
Foreign | Short | 1990-Now | Drama | Romance,Foreign | Short | 1990-Now | Drama
Foreign | Short | 1990-Now | Fantasy | Drama,Foreign | Short | 1990-Now | Fantasy
"Treasure of the Sierra Madre, The",English | Long | Pre-1950 | Adventure | Drama
Fort Apache,English | Long | Pre-1950 | Adventure | War
Duel in the Sun,English | Long | Pre-1950 | Adventure | Western
Red River,English | Long | Pre-1950 | Adventure | Western
It Happened One Night,English | Long | Pre-1950 | Comedy | Romance
Ninotchka,English | Long | Pre-1950 | Comedy | Romance
"Philadelphia Story, The",English | Long | Pre-1950 | Comedy | Romance
"Great Dictator, The",English | Long | Pre-1950 | Comedy | War
Only Angels Have Wings,English | Long | Pre-1950 | Drama | Adventure
Monsieur Verdoux,English | Long | Pre-1950 | Drama | Comedy
Odd Man Out,English | Long | Pre-1950 | Drama | Crime
White Heat,English | Long | Pre-1950 | Drama | Crime
All About Eve,English | Long | Pre-1950 | Drama | Drama
"Canterbury Tale, A",English | Long | Pre-1950 | Drama | Drama
Foolish Wives,English | Long | Pre-1950 | Drama | Drama
"Grapes of Wrath, The",English | Long | Pre-1950 | Drama | Drama
Greed,English | Long | Pre-1950 | Drama | Drama
How Green Was My Valley,English | Long | Pre-1950 | Drama | Drama
Mildred Pierce,English | Long | Pre-1950 | Drama | Drama
Seventh Heaven,English | Long | Pre-1950 | Drama | Drama
Sunrise,English | Long | Pre-1950 | Drama | Drama
Sunset Blvd.,English | Long | Pre-1950 | Drama | Drama
Gone with the Wind,English | Long | Pre-1950 | Drama | History
Intolerance,English | Long | Pre-1950 | Drama | History
"Scarlet Empress, The",English | Long | Pre-1950 | Drama | History
"Big Sleep, The",English | Long | Pre-1950 | Drama | Mystery
Citizen Kane,English | Long | Pre-1950 | Drama | Mystery
Double Indemnity,English | Long | Pre-1950 | Drama | Mystery
Rebecca,English | Long | Pre-1950 | Drama | Mystery
Mr. Smith Goes to Washington,English | Long | Pre-1950 | Drama | Political
Great Expectations,English | Long | Pre-1950 | Drama | Romance
"Wedding March, The",English | Long | Pre-1950 | Drama | Romance
All Quiet on the Western Front,English | Long | Pre-1950 | Drama | War
"Best Years of Our Lives, The",English | Long | Pre-1950 | Drama | War
"Birth of a Nation, The",English | Long | Pre-1950 | Drama | War
Henry V,English | Long | Pre-1950 | Drama | War
"Life and Death of Colonel Blimp, The",English | Long | Pre-1950 | Drama | War
They Were Expendable,English | Long | Pre-1950 | Drama | War
It's a Wonderful Life,English | Long | Pre-1950 | Fantasy | Drama
Fantasia,English | Long | Pre-1950 | Fantasy | Family
"Thief of Bagdad, The",English | Long | Pre-1950 | Fantasy | Family
"Red Shoes, The",English | Long | Pre-1950 | Musical | Dance
Meet Me in St. Louis,English | Long | Pre-1950 | Musical | Family
"Asphalt Jungle, The",English | Long | Pre-1950 | Thriller | Crime
Gilda,English | Long | Pre-1950 | Thriller | Drama
Shadow of a Doubt,English | Long | Pre-1950 | Thriller | Thriller
"Blues Brothers, The",English | Long | 1950-1990 | Action | Comedy
Raiders of the Lost Ark,English | Long | 1950-1990 | Adventure | Action
"Man Who Would Be King, The",English | Long | 1950-1990 | Adventure | Adventure
Heaven's Gate,English | Long | 1950-1990 | Adventure | Drama
McCabe & Mrs. Miller,English | Long | 1950-1990 | Adventure | Drama
"Outlaw Josey Wales, The",English | Long | 1950-1990 | Adventure | Drama
Shane,English | Long | 1950-1990 | Adventure | Drama
Spartacus,English | Long | 1950-1990 | Adventure | History
"African Queen, The",English | Long | 1950-1990 | Adventure | Romance
"Misfits, The",English | Long | 1950-1990 | Adventure | Romance
"Lusty Men, The",English | Long | 1950-1990 | Adventure | Sport
Deliverance,English | Long | 1950-1990 | Adventure | Thriller
"Great Escape, The",English | Long | 1950-1990 | Adventure | War
Butch Cassidy and the Sundance Kid,English | Long | 1950-1990 | Adventure | Western
El Dorado,English | Long | 1950-1990 | Adventure | Western
Johnny Guitar,English | Long | 1950-1990 | Adventure | Western
"Man Who Shot Liberty Valance, The",English | Long | 1950-1990 | Adventure | Western
Pat Garrett and Billy the Kid,English | Long | 1950-1990 | Adventure | Western
Rio Bravo,English | Long | 1950-1990 | Adventure | Western
"Searchers, The",English | Long | 1950-1990 | Adventure | Western
"Wild Bunch, The",English | Long | 1950-1990 | Adventure | Western
Broadcast News,English | Long | 1950-1990 | Comedy | Comedy
Down by Law,English | Long | 1950-1990 | Comedy | Comedy
National Lampoon's Animal House,English | Long | 1950-1990 | Comedy | Comedy
"Nutty Professor, The",English | Long | 1950-1990 | Comedy | Comedy
Roman Holiday,English | Long | 1950-1990 | Comedy | Comedy
Some Like it Hot,English | Long | 1950-1990 | Comedy | Crime
Tootsie,English | Long | 1950-1990 | Comedy | Romance
M*A*S*H,English | Long | 1950-1990 | Comedy | War
Sherman's March,English | Long | 1950-1990 | Documentary | Biography
"Diaries, Notes and Sketches",English | Long | 1950-1990 | Documentary | Documentary
Portrait of Jason,English | Long | 1950-1990 | Documentary | Documentary
Hôtel Terminus,English | Long | 1950-1990 | Documentary | History
Chelsea Girls,English | Long | 1950-1990 | Drama | Avant-Garde
"Elephant Man, The",English | Long | 1950-1990 | Drama | Biography
"Right Stuff, The",English | Long | 1950-1990 | Drama | Biography
American Graffiti,English | Long | 1950-1990 | Drama | Comedy
"Apartment, The",English | Long | 1950-1990 | Drama | Comedy
Being There,English | Long | 1950-1990 | Drama | Comedy
Do the Right Thing,English | Long | 1950-1990 | Drama | Comedy
Hannah and Her Sisters,English | Long | 1950-1990 | Drama | Comedy
"King of Comedy, The",English | Long | 1950-1990 | Drama | Comedy
Limelight,English | Long | 1950-1990 | Drama | Comedy
Local Hero,English | Long | 1950-1990 | Drama | Comedy
Withnail & I,English | Long | 1950-1990 | Drama | Comedy
Bonnie and Clyde,English | Long | 1950-1990 | Drama | Crime
Dog Day Afternoon,English | Long | 1950-1990 | Drama | Crime
Get Carter,English | Long | 1950-1990 | Drama | Crime
"Godfather Part II, The",English | Long | 1950-1990 | Drama | Crime
"Godfather, The",English | Long | 1950-1990 | Drama | Crime
"Killing of a Chinese Bookie, The",English | Long | 1950-1990 | Drama | Crime
"Long Goodbye, The",English | Long | 1950-1990 | Drama | Crime
Mean Streets,English | Long | 1950-1990 | Drama | Crime
Scarface,English | Long | 1950-1990 | Drama | Crime
Taxi Driver,English | Long | 1950-1990 | Drama | Crime
Wanda,English | Long | 1950-1990 | Drama | Crime
3 Women,English | Long | 1950-1990 | Drama | Drama
Ace in the Hole,English | Long | 1950-1990 | Drama | Drama
Anatomy of a Murder,English | Long | 1950-1990 | Drama | Drama
"Bad and the Beautiful, The",English | Long | 1950-1990 | Drama | Drama
Bad Timing,English | Long | 1950-1990 | Drama | Drama
Barry Lyndon,English | Long | 1950-1990 | Drama | Drama
Breakfast at Tiffany's,English | Long | 1950-1990 | Drama | Drama
"Cook, the Thief, His Wife & Her Lover, The",English | Long | 1950-1990 | Drama | Drama
East of Eden,English | Long | 1950-1990 | Drama | Drama
Faces,English | Long | 1950-1990 | Drama | Drama
"Graduate, The",English | Long | 1950-1990 | Drama | Drama
Hatari!,English | Long | 1950-1990 | Drama | Drama
Husbands,English | Long | 1950-1990 | Drama | Drama
If….,English | Long | 1950-1990 | Drama | Drama
Kes,English | Long | 1950-1990 | Drama | Drama
"Last Detail, The",English | Long | 1950-1990 | Drama | Drama
"Last Picture Show, The",English | Long | 1950-1990 | Drama | Drama
Lolita,English | Long | 1950-1990 | Drama | Drama
Love Streams,English | Long | 1950-1990 | Drama | Drama
Midnight Cowboy,English | Long | 1950-1990 | Drama | Drama
Nashville,English | Long | 1950-1990 | Drama | Drama
Network,English | Long | 1950-1990 | Drama | Drama
On the Waterfront,English | Long | 1950-1990 | Drama | Drama
One Flew Over the Cuckoo's Nest,English | Long | 1950-1990 | Drama | Drama
Opening Night,English | Long | 1950-1990 | Drama | Drama
"Paris, Texas",English | Long | 1950-1990 | Drama | Drama
Performance,English | Long | 1950-1990 | Drama | Drama
"Quiet Man, The",English | Long | 1950-1990 | Drama | Drama
Rebel Without a Cause,English | Long | 1950-1990 | Drama | Drama
Saturday Night Fever,English | Long | 1950-1990 | Drama | Drama
Scarecrow,English | Long | 1950-1990 | Drama | Drama
"Servant, The",English | Long | 1950-1990 | Drama | Drama
Some Came Running,English | Long | 1950-1990 | Drama | Drama
Splendor in the Grass,English | Long | 1950-1990 | Drama | Drama
"Streetcar Named Desire, A",English | Long | 1950-1990 | Drama | Drama
To Kill a Mockingbird,English | Long | 1950-1990 | Drama | Drama
Who's Afraid of Virginia Woolf?,English | Long | 1950-1990 | Drama | Drama
"Woman Under the Influence, A",English | Long | 1950-1990 | Drama | Drama
Zabriskie Point,English | Long | 1950-1990 | Drama | Drama
"Devils, The",English | Long | 1950-1990 | Drama | History
Reds,English | Long | 1950-1990 | Drama | History
Blue Velvet,English | Long | 1950-1990 | Drama | Mystery
Chinatown,English | Long | 1950-1990 | Drama | Mystery
Picnic at Hanging Rock,English | Long | 1950-1990 | Drama | Mystery
All the President's Men,English | Long | 1950-1990 | Drama | Political
Cool Hand Luke,English | Long | 1950-1990 | Drama | Prison
Ben-Hur,English | Long | 1950-1990 | Drama | Religious
"Last Temptation of Christ, The",English | Long | 1950-1990 | Drama | Religious
"Affair to Remember, An",English | Long | 1950-1990 | Drama | Romance
Imitation of Life,English | Long | 1950-1990 | Drama | Romance
"Place in the Sun, A",English | Long | 1950-1990 | Drama | Romance
Strangers When We Meet,English | Long | 1950-1990 | Drama | Romance
"Hustler, The",English | Long | 1950-1990 | Drama | Sport
Raging Bull,English | Long | 1950-1990 | Drama | Sport
Rocky,English | Long | 1950-1990 | Drama | Sport
Bring Me the Head of Alfredo Garcia,English | Long | 1950-1990 | Drama | Thriller
Kiss Me Deadly,English | Long | 1950-1990 | Drama | Thriller
Apocalypse Now,English | Long | 1950-1990 | Drama | War
"Bridge on the River Kwai, The",English | Long | 1950-1990 | Drama | War
"Deer Hunter, The",English | Long | 1950-1990 | Drama | War
Doctor Zhivago,English | Long | 1950-1990 | Drama | War
Full Metal Jacket,English | Long | 1950-1990 | Drama | War
Lawrence of Arabia,English | Long | 1950-1990 | Drama | War
Excalibur,English | Long | 1950-1990 | Fantasy | Adventure
O Lucky Man!,English | Long | 1950-1990 | Fantasy | Drama
Dawn of the Dead,English | Long | 1950-1990 | Horror | Action
Young Frankenstein,English | Long | 1950-1990 | Horror | Comedy
"Birds, The",English | Long | 1950-1990 | Horror | Horror
"Exorcist, The",English | Long | 1950-1990 | Horror | Horror
"Shining, The",English | Long | 1950-1990 | Horror | Horror
Jaws,English | Long | 1950-1990 | Horror | Thriller
Repulsion,English | Long | 1950-1990 | Horror | Thriller
Amadeus,English | Long | 1950-1990 | Musical | Biography
"American in Paris, An",English | Long | 1950-1990 | Musical | Dance
"Band Wagon, The",English | Long | 1950-1990 | Musical | Dance
Cabaret,English | Long | 1950-1990 | Musical | Drama
"Sound of Music, The",English | Long | 1950-1990 | Musical | Drama
"Star is Born, A",English | Long | 1950-1990 | Musical | Drama
Mary Poppins,English | Long | 1950-1990 | Musical | Family
All That Jazz,English | Long | 1950-1990 | Musical | Fantasy
"New York, New York",English | Long | 1950-1990 | Musical | Musical
West Side Story,English | Long | 1950-1990 | Musical | Musical
Superman,English | Long | 1950-1990 | Science Fiction | Action
"Terminator, The",English | Long | 1950-1990 | Science Fiction | Action
"Thing, The",English | Long | 1950-1990 | Science Fiction | Action
Close Encounters of the Third Kind,English | Long | 1950-1990 | Science Fiction | Adventure
Back to the Future,English | Long | 1950-1990 | Science Fiction | Comedy
Ghostbusters,English | Long | 1950-1990 | Science Fiction | Comedy
"Clockwork Orange, A",English | Long | 1950-1990 | Science Fiction | Crime
"Man Who Fell to Earth, The",English | Long | 1950-1990 | Science Fiction | Drama
E.T. The Extra-Terrestrial,English | Long | 1950-1990 | Science Fiction | Family
Brazil,English | Long | 1950-1990 | Science Fiction | Fantasy
"Empire Strikes Back, The",English | Long | 1950-1990 | Science Fiction | Fantasy
Star Wars,English | Long | 1950-1990 | Science Fiction | Fantasy
Alien,English | Long | 1950-1990 | Science Fiction | Horror
Aliens,English | Long | 1950-1990 | Science Fiction | Horror
2001: A Space Odyssey,English | Long | 1950-1990 | Science Fiction | Science Fiction
Blade Runner,English | Long | 1950-1990 | Science Fiction | Thriller
Die Hard,English | Long | 1950-1990 | Thriller | Action
Touch of Evil,English | Long | 1950-1990 | Thriller | Crime
"Conversation, The",English | Long | 1950-1990 | Thriller | Drama
Cul-de-sac,English | Long | 1950-1990 | Thriller | Drama
Peeping Tom,English | Long | 1950-1990 | Thriller | Drama
Vertigo,English | Long | 1950-1990 | Thriller | Drama
Psycho,English | Long | 1950-1990 | Thriller | Horror
Rosemary's Baby,English | Long | 1950-1990 | Thriller | Horror
Blow Out,English | Long | 1950-1990 | Thriller | Mystery
Don't Look Now,English | Long | 1950-1990 | Thriller | Mystery
Rear Window,English | Long | 1950-1990 | Thriller | Mystery
"Manchurian Candidate, The",English | Long | 1950-1990 | Thriller | Political
North by Northwest,English | Long | 1950-1990 | Thriller | Spy
Marnie,English | Long | 1950-1990 | Thriller | Thriller
Mad Max: Fury Road,English | Long | 1990-Now | Action | Adventure
"Dark Knight, The",English | Long | 1990-Now | Action | Crime
Inglourious Basterds,English | Long | 1990-Now | Action | Drama
Titanic,English | Long | 1990-Now | Action | History
Avatar,English | Long | 1990-Now | Action | Science Fiction
Dead Man,English | Long | 1990-Now | Adventure | Drama
Unforgiven,English | Long | 1990-Now | Adventure | Western
"Big Lebowski, The",English | Long | 1990-Now | Comedy | Crime
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,English | Long | 1990-Now | Documentary | Biography
Crumb,English | Long | 1990-Now | Documentary | Biography
Hoop Dreams,English | Long | 1990-Now | Documentary | Drama
Kill Bill Vol. 1,English | Long | 1990-Now | Drama | Action
American Beauty,English | Long | 1990-Now | Drama | Comedy
Barton Fink,English | Long | 1990-Now | Drama | Comedy
Ed Wood,English | Long | 1990-Now | Drama | Comedy
Forrest Gump,English | Long | 1990-Now | Drama | Comedy
"Royal Tenenbaums, The",English | Long | 1990-Now | Drama | Comedy
Secrets & Lies,English | Long | 1990-Now | Drama | Comedy
Sideways,English | Long | 1990-Now | Drama | Comedy
Thelma & Louise,English | Long | 1990-Now | Drama | Comedy
Casino,English | Long | 1990-Now | Drama | Crime
GoodFellas,English | Long | 1990-Now | Drama | Crime
Miller's Crossing,English | Long | 1990-Now | Drama | Crime
Pulp Fiction,English | Long | 1990-Now | Drama | Crime
Boogie Nights,English | Long | 1990-Now | Drama | Drama
Eternal Sunshine of the Spotless Mind,English | Long | 1990-Now | Drama | Drama
Fight Club,English | Long | 1990-Now | Drama | Drama
Magnolia,English | Long | 1990-Now | Drama | Drama
Million Dollar Baby,English | Long | 1990-Now | Drama | Drama
Naked,English | Long | 1990-Now | Drama | Drama
No Country for Old Men,English | Long | 1990-Now | Drama | Drama
Safe,English | Long | 1990-Now | Drama | Drama
Short Cuts,English | Long | 1990-Now | Drama | Drama
"Synecdoche, New York",English | Long | 1990-Now | Drama | Drama
There Will Be Blood,English | Long | 1990-Now | Drama | Drama
"Tree of Life, The",English | Long | 1990-Now | Drama | Drama
Wild at Heart,English | Long | 1990-Now | Drama | Drama
Zodiac,English | Long | 1990-Now | Drama | Drama
JFK,English | Long | 1990-Now | Drama | History
"New World, The",English | Long | 1990-Now | Drama | History
Twin Peaks: Fire Walk with Me,English | Long | 1990-Now | Drama | Horror
Moulin Rouge!,English | Long | 1990-Now | Drama | Musical
Inland Empire,English | Long | 1990-Now | Drama | Mystery
Lost Highway,English | Long | 1990-Now | Drama | Mystery
Mulholland Dr.,English | Long | 1990-Now | Drama | Mystery
"Shawshank Redemption, The",English | Long | 1990-Now | Drama | Prison
"Age of Innocence, The",English | Long | 1990-Now | Drama | Romance
"Bridges of Madison County, The",English | Long | 1990-Now | Drama | Romance
Brokeback Mountain,English | Long | 1990-Now | Drama | Romance
Children of Men,English | Long | 1990-Now | Drama | Science Fiction
Saving Private Ryan,English | Long | 1990-Now | Drama | War
Schindler's List,English | Long | 1990-Now | Drama | War
"Thin Red Line, The",English | Long | 1990-Now | Drama | War
Topsy-Turvy,English | Long | 1990-Now | Musical | Drama
"Matrix, The",English | Long | 1990-Now | Science Fiction | Action
Starship Troopers,English | Long | 1990-Now | Science Fiction | Action
Terminator 2: Judgment Day,English | Long | 1990-Now | Science Fiction | Action
Jurassic Park,English | Long | 1990-Now | Science Fiction | Adventure
A.I. Artificial Intelligence,English | Long | 1990-Now | Science Fiction | Drama
Point Break,English | Long | 1990-Now | Thriller | Action
L.A. Confidential,English | Long | 1990-Now | Thriller | Crime
Eyes Wide Shut,English | Long | 1990-Now | Thriller | Drama
Funny Games,English | Long | 1990-Now | Thriller | Drama
Heat,English | Long | 1990-Now | Thriller | Drama
Memento,English | Long | 1990-Now | Thriller | Mystery
Se7en,English | Long | 1990-Now | Thriller | Mystery
"Silence of the Lambs, The",English | Long | 1990-Now | Thriller | Mystery
"Usual Suspects, The",English | Long | 1990-Now | Thriller | Mystery
Stagecoach,English | Short | Pre-1950 | Adventure | Action
"Adventures of Robin Hood, The",English | Short | Pre-1950 | Adventure | Adventure
She Wore a Yellow Ribbon,English | Short | Pre-1950 | Adventure | War
My Darling Clementine,English | Short | Pre-1950 | Adventure | Western
Wagon Master,English | Short | Pre-1950 | Adventure | Western
Bambi,English | Short | Pre-1950 | Animated | Family
Snow White and the Seven Dwarfs,English | Short | Pre-1950 | Animated | Family
"General, The",English | Short | Pre-1950 | Comedy | Adventure
"Gold Rush, The",English | Short | Pre-1950 | Comedy | Adventure
"Navigator, The",English | Short | Pre-1950 | Comedy | Adventure
Duck Soup,English | Short | Pre-1950 | Comedy | Comedy
