name,parent
Shadow of a Doubt,English | Average (100-130 mins) | Pre-1950 | Thriller
"Third Man, The",English | Average (100-130 mins) | Pre-1950 | Thriller
Casablanca,English | Average (100-130 mins) | Pre-1950 | War
"Great Dictator, The",English | Average (100-130 mins) | Pre-1950 | War
Duel in the Sun,English | Average (100-130 mins) | Pre-1950 | Western
Fort Apache,English | Average (100-130 mins) | Pre-1950 | Western
She Wore a Yellow Ribbon,English | Average (100-130 mins) | Pre-1950 | Western
"Blues Brothers, The",English | Average (100-130 mins) | 1950-1990 | Action
Deliverance,English | Average (100-130 mins) | 1950-1990 | Adventure
"Man Who Would Be King, The",English | Average (100-130 mins) | 1950-1990 | Adventure
Raiders of the Lost Ark,English | Average (100-130 mins) | 1950-1990 | Adventure
"Elephant Man, The",English | Average (100-130 mins) | 1950-1990 | Biography
American Graffiti,English | Average (100-130 mins) | 1950-1990 | Comedy
"Apartment, The",English | Average (100-130 mins) | 1950-1990 | Comedy
Being There,English | Average (100-130 mins) | 1950-1990 | Comedy
Crimes and Misdemeanors,English | Average (100-130 mins) | 1950-1990 | Comedy
Do the Right Thing,English | Average (100-130 mins) | 1950-1990 | Comedy
Down by Law,English | Average (100-130 mins) | 1950-1990 | Comedy
Ferris Bueller's Day Off,English | Average (100-130 mins) | 1950-1990 | Comedy
Hannah and Her Sisters,English | Average (100-130 mins) | 1950-1990 | Comedy
"King of Comedy, The",English | Average (100-130 mins) | 1950-1990 | Comedy
Local Hero,English | Average (100-130 mins) | 1950-1990 | Comedy
National Lampoon's Animal House,English | Average (100-130 mins) | 1950-1990 | Comedy
"Nutty Professor, The",English | Average (100-130 mins) | 1950-1990 | Comedy
Paper Moon,English | Average (100-130 mins) | 1950-1990 | Comedy
Withnail & I,English | Average (100-130 mins) | 1950-1990 | Comedy
Bonnie and Clyde,English | Average (100-130 mins) | 1950-1990 | Crime
Bring Me the Head of Alfredo Garcia,English | Average (100-130 mins) | 1950-1990 | Crime
Dirty Harry,English | Average (100-130 mins) | 1950-1990 | Crime
Dog Day Afternoon,English | Average (100-130 mins) | 1950-1990 | Crime
"French Connection, The",English | Average (100-130 mins) | 1950-1990 | Crime
Get Carter,English | Average (100-130 mins) | 1950-1990 | Crime
"Killing of a Chinese Bookie, The",English | Average (100-130 mins) | 1950-1990 | Crime
Kiss Me Deadly,English | Average (100-130 mins) | 1950-1990 | Crime
"Long Goodbye, The",English | Average (100-130 mins) | 1950-1990 | Crime
Mean Streets,English | Average (100-130 mins) | 1950-1990 | Crime
Taxi Driver,English | Average (100-130 mins) | 1950-1990 | Crime
Wanda,English | Average (100-130 mins) | 1950-1990 | Crime
"Harlan County, U.S.A.",English | Average (100-130 mins) | 1950-1990 | Documentary
Portrait of Jason,English | Average (100-130 mins) | 1950-1990 | Documentary
3 Women,English | Average (100-130 mins) | 1950-1990 | Drama
Ace in the Hole,English | Average (100-130 mins) | 1950-1990 | Drama
"Bad and the Beautiful, The",English | Average (100-130 mins) | 1950-1990 | Drama
Bad Timing,English | Average (100-130 mins) | 1950-1990 | Drama
"Cook, the Thief, His Wife & Her Lover, The",English | Average (100-130 mins) | 1950-1990 | Drama
East of Eden,English | Average (100-130 mins) | 1950-1990 | Drama
Faces,English | Average (100-130 mins) | 1950-1990 | Drama
If….,English | Average (100-130 mins) | 1950-1990 | Drama
Kes,English | Average (100-130 mins) | 1950-1990 | Drama
"Last Detail, The",English | Average (100-130 mins) | 1950-1990 | Drama
"Last Picture Show, The",English | Average (100-130 mins) | 1950-1990 | Drama
Midnight Cowboy,English | Average (100-130 mins) | 1950-1990 | Drama
Network,English | Average (100-130 mins) | 1950-1990 | Drama
On the Waterfront,English | Average (100-130 mins) | 1950-1990 | Drama
Performance,English | Average (100-130 mins) | 1950-1990 | Drama
Rebel Without a Cause,English | Average (100-130 mins) | 1950-1990 | Drama
Saturday Night Fever,English | Average (100-130 mins) | 1950-1990 | Drama
Scarecrow,English | Average (100-130 mins) | 1950-1990 | Drama
"Servant, The",English | Average (100-130 mins) | 1950-1990 | Drama
Splendor in the Grass,English | Average (100-130 mins) | 1950-1990 | Drama
"Streetcar Named Desire, A",English | Average (100-130 mins) | 1950-1990 | Drama
To Kill a Mockingbird,English | Average (100-130 mins) | 1950-1990 | Drama
Two-Lane Blacktop,English | Average (100-130 mins) | 1950-1990 | Drama
Who's Afraid of Virginia Woolf?,English | Average (100-130 mins) | 1950-1990 | Drama
Zabriskie Point,English | Average (100-130 mins) | 1950-1990 | Drama
"Devils, The",English | Average (100-130 mins) | 1950-1990 | History
"Birds, The",English | Average (100-130 mins) | 1950-1990 | Horror
Dawn of the Dead,English | Average (100-130 mins) | 1950-1990 | Horror
"Exorcist, The",English | Average (100-130 mins) | 1950-1990 | Horror
Jaws,English | Average (100-130 mins) | 1950-1990 | Horror
Repulsion,English | Average (100-130 mins) | 1950-1990 | Horror
Young Frankenstein,English | Average (100-130 mins) | 1950-1990 | Horror
All That Jazz,English | Average (100-130 mins) | 1950-1990 | Musical
"American in Paris, An",English | Average (100-130 mins) | 1950-1990 | Musical
"Band Wagon, The",English | Average (100-130 mins) | 1950-1990 | Musical
Cabaret,English | Average (100-130 mins) | 1950-1990 | Musical
Singin' in the Rain,English | Average (100-130 mins) | 1950-1990 | Musical
Blue Velvet,English | Average (100-130 mins) | 1950-1990 | Mystery
Don't Look Now,English | Average (100-130 mins) | 1950-1990 | Mystery
Picnic at Hanging Rock,English | Average (100-130 mins) | 1950-1990 | Mystery
Shock Corridor,English | Average (100-130 mins) | 1950-1990 | Mystery
"Wicker Man, The",English | Average (100-130 mins) | 1950-1990 | Mystery
"Manchurian Candidate, The",English | Average (100-130 mins) | 1950-1990 | Political
Cool Hand Luke,English | Average (100-130 mins) | 1950-1990 | Prison
"Affair to Remember, An",English | Average (100-130 mins) | 1950-1990 | Romance
"African Queen, The",English | Average (100-130 mins) | 1950-1990 | Romance
Breakfast at Tiffany's,English | Average (100-130 mins) | 1950-1990 | Romance
"Graduate, The",English | Average (100-130 mins) | 1950-1990 | Romance
Imitation of Life,English | Average (100-130 mins) | 1950-1990 | Romance
Marnie,English | Average (100-130 mins) | 1950-1990 | Romance
"Place in the Sun, A",English | Average (100-130 mins) | 1950-1990 | Romance
"Quiet Man, The",English | Average (100-130 mins) | 1950-1990 | Romance
Roman Holiday,English | Average (100-130 mins) | 1950-1990 | Romance
Some Like it Hot,English | Average (100-130 mins) | 1950-1990 | Romance
Strangers When We Meet,English | Average (100-130 mins) | 1950-1990 | Romance
Tootsie,English | Average (100-130 mins) | 1950-1990 | Romance
Alien,English | Average (100-130 mins) | 1950-1990 | Science Fiction
Back to the Future,English | Average (100-130 mins) | 1950-1990 | Science Fiction
Blade Runner,English | Average (100-130 mins) | 1950-1990 | Science Fiction
E.T. The Extra-Terrestrial,English | Average (100-130 mins) | 1950-1990 | Science Fiction
"Empire Strikes Back, The",English | Average (100-130 mins) | 1950-1990 | Science Fiction
Ghostbusters,English | Average (100-130 mins) | 1950-1990 | Science Fiction
Robocop,English | Average (100-130 mins) | 1950-1990 | Science Fiction
Star Wars,English | Average (100-130 mins) | 1950-1990 | Science Fiction
"Terminator, The",English | Average (100-130 mins) | 1950-1990 | Science Fiction
"Thing, The",English | Average (100-130 mins) | 1950-1990 | Science Fiction
"Loneliness of the Long Distance Runner, The",English | Average (100-130 mins) | 1950-1990 | Sport
Raging Bull,English | Average (100-130 mins) | 1950-1990 | Sport
Rocky,English | Average (100-130 mins) | 1950-1990 | Sport
Blow Out,English | Average (100-130 mins) | 1950-1990 | Thriller
"Conversation, The",English | Average (100-130 mins) | 1950-1990 | Thriller
Cul-de-sac,English | Average (100-130 mins) | 1950-1990 | Thriller
Peeping Tom,English | Average (100-130 mins) | 1950-1990 | Thriller
Psycho,English | Average (100-130 mins) | 1950-1990 | Thriller
Rear Window,English | Average (100-130 mins) | 1950-1990 | Thriller
Strangers on a Train,English | Average (100-130 mins) | 1950-1990 | Thriller
Touch of Evil,English | Average (100-130 mins) | 1950-1990 | Thriller
Vertigo,English | Average (100-130 mins) | 1950-1990 | Thriller
Full Metal Jacket,English | Average (100-130 mins) | 1950-1990 | War
M*A*S*H,English | Average (100-130 mins) | 1950-1990 | War
Butch Cassidy and the Sundance Kid,English | Average (100-130 mins) | 1950-1990 | Western
El Dorado,English | Average (100-130 mins) | 1950-1990 | Western
Johnny Guitar,English | Average (100-130 mins) | 1950-1990 | Western
"Lusty Men, The",English | Average (100-130 mins) | 1950-1990 | Western
"Man Who Shot Liberty Valance, The",English | Average (100-130 mins) | 1950-1990 | Western
McCabe & Mrs. Miller,English | Average (100-130 mins) | 1950-1990 | Western
"Misfits, The",English | Average (100-130 mins) | 1950-1990 | Western
Pat Garrett and Billy the Kid,English | Average (100-130 mins) | 1950-1990 | Western
"Searchers, The",English | Average (100-130 mins) | 1950-1990 | Western
Shane,English | Average (100-130 mins) | 1950-1990 | Western
Mad Max: Fury Road,English | Average (100-130 mins) | 1990-Now | Action
American Beauty,English | Average (100-130 mins) | 1990-Now | Comedy
Barton Fink,English | Average (100-130 mins) | 1990-Now | Comedy
"Big Lebowski, The",English | Average (100-130 mins) | 1990-Now | Comedy
Ed Wood,English | Average (100-130 mins) | 1990-Now | Comedy
"Royal Tenenbaums, The",English | Average (100-130 mins) | 1990-Now | Comedy
Sideways,English | Average (100-130 mins) | 1990-Now | Comedy
Thelma & Louise,English | Average (100-130 mins) | 1990-Now | Comedy
Kill Bill Vol. 1,English | Average (100-130 mins) | 1990-Now | Crime
Miller's Crossing,English | Average (100-130 mins) | 1990-Now | Crime
No Country for Old Men,English | Average (100-130 mins) | 1990-Now | Crime
Crumb,English | Average (100-130 mins) | 1990-Now | Documentary
Grizzly Man,English | Average (100-130 mins) | 1990-Now | Documentary
My Own Private Idaho,English | Average (100-130 mins) | 1990-Now | Drama
Naked,English | Average (100-130 mins) | 1990-Now | Drama
Safe,English | Average (100-130 mins) | 1990-Now | Drama
"Synecdoche, New York",English | Average (100-130 mins) | 1990-Now | Drama
Moulin Rouge!,English | Average (100-130 mins) | 1990-Now | Musical
Before Sunrise,English | Average (100-130 mins) | 1990-Now | Romance
Eternal Sunshine of the Spotless Mind,English | Average (100-130 mins) | 1990-Now | Romance
Groundhog Day,English | Average (100-130 mins) | 1990-Now | Romance
Lost in Translation,English | Average (100-130 mins) | 1990-Now | Romance
Wild at Heart,English | Average (100-130 mins) | 1990-Now | Romance
Children of Men,English | Average (100-130 mins) | 1990-Now | Science Fiction
Jurassic Park,English | Average (100-130 mins) | 1990-Now | Science Fiction
Starship Troopers,English | Average (100-130 mins) | 1990-Now | Science Fiction
Funny Games,English | Average (100-130 mins) | 1990-Now | Thriller
Memento,English | Average (100-130 mins) | 1990-Now | Thriller
Point Break,English | Average (100-130 mins) | 1990-Now | Thriller
Se7en,English | Average (100-130 mins) | 1990-Now | Thriller
"Silence of the Lambs, The",English | Average (100-130 mins) | 1990-Now | Thriller
"Usual Suspects, The",English | Average (100-130 mins) | 1990-Now | Thriller
Dead Man,English | Average (100-130 mins) | 1990-Now | Western
Unforgiven,English | Average (100-130 mins) | 1990-Now | Western
"Red Shoes, The",English | Long (130+ mins) | Pre-1950 | Dance
All About Eve,English | Long (130+ mins) | Pre-1950 | Drama
Greed,English | Long (130+ mins) | Pre-1950 | Drama
Gone with the Wind,English | Long (130+ mins) | Pre-1950 | History
Intolerance,English | Long (130+ mins) | Pre-1950 | History
All Quiet on the Western Front,English | Long (130+ mins) | Pre-1950 | War
"Best Years of Our Lives, The",English | Long (130+ mins) | Pre-1950 | War
"Birth of a Nation, The",English | Long (130+ mins) | Pre-1950 | War
Henry V,English | Long (130+ mins) | Pre-1950 | War
"Life and Death of Colonel Blimp, The",English | Long (130+ mins) | Pre-1950 | War
They Were Expendable,English | Long (130+ mins) | Pre-1950 | War
Red River,English | Long (130+ mins) | Pre-1950 | Western
Spartacus,English | Long (130+ mins) | 1950-1990 | Adventure
"Right Stuff, The",English | Long (130+ mins) | 1950-1990 | Biography
Limelight,English | Long (130+ mins) | 1950-1990 | Comedy
"Godfather Part II, The",English | Long (130+ mins) | 1950-1990 | Crime
"Godfather, The",English | Long (130+ mins) | 1950-1990 | Crime
Scarface,English | Long (130+ mins) | 1950-1990 | Crime
"Diaries, Notes and Sketches",English | Long (130+ mins) | 1950-1990 | Documentary
Hôtel Terminus,English | Long (130+ mins) | 1950-1990 | Documentary
Sherman's March,English | Long (130+ mins) | 1950-1990 | Documentary
Anatomy of a Murder,English | Long (130+ mins) | 1950-1990 | Drama
Barry Lyndon,English | Long (130+ mins) | 1950-1990 | Drama
Hatari!,English | Long (130+ mins) | 1950-1990 | Drama
Husbands,English | Long (130+ mins) | 1950-1990 | Drama
Lolita,English | Long (130+ mins) | 1950-1990 | Drama
Love Streams,English | Long (130+ mins) | 1950-1990 | Drama
Nashville,English | Long (130+ mins) | 1950-1990 | Drama
One Flew Over the Cuckoo's Nest,English | Long (130+ mins) | 1950-1990 | Drama
Opening Night,English | Long (130+ mins) | 1950-1990 | Drama
"Paris, Texas",English | Long (130+ mins) | 1950-1990 | Drama
Some Came Running,English | Long (130+ mins) | 1950-1990 | Drama
"Woman Under the Influence, A",English | Long (130+ mins) | 1950-1990 | Drama
Excalibur,English | Long (130+ mins) | 1950-1990 | Fantasy
O Lucky Man!,English | Long (130+ mins) | 1950-1990 | Fantasy
Ben-Hur,English | Long (130+ mins) | 1950-1990 | History
Reds,English | Long (130+ mins) | 1950-1990 | History
"Shining, The",English | Long (130+ mins) | 1950-1990 | Horror
Amadeus,English | Long (130+ mins) | 1950-1990 | Musical
Mary Poppins,English | Long (130+ mins) | 1950-1990 | Musical
"New York, New York",English | Long (130+ mins) | 1950-1990 | Musical
"Sound of Music, The",English | Long (130+ mins) | 1950-1990 | Musical
"Star is Born, A",English | Long (130+ mins) | 1950-1990 | Musical
Chinatown,English | Long (130+ mins) | 1950-1990 | Mystery
All the President's Men,English | Long (130+ mins) | 1950-1990 | Political
"Last Temptation of Christ, The",English | Long (130+ mins) | 1950-1990 | Religious
Broadcast News,English | Long (130+ mins) | 1950-1990 | Romance
West Side Story,English | Long (130+ mins) | 1950-1990 | Romance
2001: A Space Odyssey,English | Long (130+ mins) | 1950-1990 | Science Fiction
Aliens,English | Long (130+ mins) | 1950-1990 | Science Fiction
Brazil,English | Long (130+ mins) | 1950-1990 | Science Fiction
"Clockwork Orange, A",English | Long (130+ mins) | 1950-1990 | Science Fiction
Close Encounters of the Third Kind,English | Long (130+ mins) | 1950-1990 | Science Fiction
"Man Who Fell to Earth, The",English | Long (130+ mins) | 1950-1990 | Science Fiction
Superman,English | Long (130+ mins) | 1950-1990 | Science Fiction
"Hustler, The",English | Long (130+ mins) | 1950-1990 | Sport
Die Hard,English | Long (130+ mins) | 1950-1990 | Thriller
North by Northwest,English | Long (130+ mins) | 1950-1990 | Thriller
Rosemary's Baby,English | Long (130+ mins) | 1950-1990 | Thriller
Apocalypse Now,English | Long (130+ mins) | 1950-1990 | War
"Bridge on the River Kwai, The",English | Long (130+ mins) | 1950-1990 | War
"Deer Hunter, The",English | Long (130+ mins) | 1950-1990 | War
Doctor Zhivago,English | Long (130+ mins) | 1950-1990 | War
"Great Escape, The",English | Long (130+ mins) | 1950-1990 | War
Lawrence of Arabia,English | Long (130+ mins) | 1950-1990 | War
Heaven's Gate,English | Long (130+ mins) | 1950-1990 | Western
"Outlaw Josey Wales, The",English | Long (130+ mins) | 1950-1990 | Western
Rio Bravo,English | Long (130+ mins) | 1950-1990 | Western
"Wild Bunch, The",English | Long (130+ mins) | 1950-1990 | Western
Chelsea Girls,English | Long (130+ mins) | 1950-1990 | Avant-Garde
Avatar,English | Long (130+ mins) | 1990-Now | Action
"Dark Knight, The",English | Long (130+ mins) | 1990-Now | Action
Inglourious Basterds,English | Long (130+ mins) | 1990-Now | Action
Forrest Gump,English | Long (130+ mins) | 1990-Now | Comedy
Secrets & Lies,English | Long (130+ mins) | 1990-Now | Comedy
Casino,English | Long (130+ mins) | 1990-Now | Crime
GoodFellas,English | Long (130+ mins) | 1990-Now | Crime
Pulp Fiction,English | Long (130+ mins) | 1990-Now | Crime
Zodiac,English | Long (130+ mins) | 1990-Now | Crime
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,English | Long (130+ mins) | 1990-Now | Documentary
Hoop Dreams,English | Long (130+ mins) | 1990-Now | Documentary
Boogie Nights,English | Long (130+ mins) | 1990-Now | Drama
Fight Club,English | Long (130+ mins) | 1990-Now | Drama
Magnolia,English | Long (130+ mins) | 1990-Now | Drama
Million Dollar Baby,English | Long (130+ mins) | 1990-Now | Drama
Short Cuts,English | Long (130+ mins) | 1990-Now | Drama
There Will Be Blood,English | Long (130+ mins) | 1990-Now | Drama
"Tree of Life, The",English | Long (130+ mins) | 1990-Now | Drama
JFK,English | Long (130+ mins) | 1990-Now | History
"New World, The",English | Long (130+ mins) | 1990-Now | History
Twin Peaks: Fire Walk with Me,English | Long (130+ mins) | 1990-Now | Horror
Topsy-Turvy,English | Long (130+ mins) | 1990-Now | Musical
Inland Empire,English | Long (130+ mins) | 1990-Now | Mystery
Lost Highway,English | Long (130+ mins) | 1990-Now | Mystery
Mulholland Dr.,English | Long (130+ mins) | 1990-Now | Mystery
"Shawshank Redemption, The",English | Long (130+ mins) | 1990-Now | Prison
"Age of Innocence, The",English | Long (130+ mins) | 1990-Now | Romance
"Bridges of Madison County, The",English | Long (130+ mins) | 1990-Now | Romance
Brokeback Mountain,English | Long (130+ mins) | 1990-Now | Romance
Titanic,English | Long (130+ mins) | 1990-Now | Romance
A.I. Artificial Intelligence,English | Long (130+ mins) | 1990-Now | Science Fiction
"Matrix, The",English | Long (130+ mins) | 1990-Now | Science Fiction
Terminator 2: Judgment Day,English | Long (130+ mins) | 1990-Now | Science Fiction
Eyes Wide Shut,English | Long (130+ mins) | 1990-Now | Thriller
Heat,English | Long (130+ mins) | 1990-Now | Thriller
L.A. Confidential,English | Long (130+ mins) | 1990-Now | Thriller
Saving Private Ryan,English | Long (130+ mins) | 1990-Now | War
Schindler's List,English | Long (130+ mins) | 1990-Now | War
"Thin Red Line, The",English | Long (130+ mins) | 1990-Now | War
Shanghai Express,English | Short (100 mins or less) | Pre-1950 | Adventure
Bambi,English | Short (100 mins or less) | Pre-1950 | Animated
Snow White and the Seven Dwarfs,English | Short (100 mins or less) | Pre-1950 | Animated
"Circus, The",English | Short (100 mins or less) | Pre-1950 | Comedy
Duck Soup,English | Short (100 mins or less) | Pre-1950 | Comedy
"General, The",English | Short (100 mins or less) | Pre-1950 | Comedy
"Gold Rush, The",English | Short (100 mins or less) | Pre-1950 | Comedy
Hellzapoppin',English | Short (100 mins or less) | Pre-1950 | Comedy
Holiday,English | Short (100 mins or less) | Pre-1950 | Comedy
It's a Gift,English | Short (100 mins or less) | Pre-1950 | Comedy
"Kid, The",English | Short (100 mins or less) | Pre-1950 | Comedy
"Miracle of Morgan's Creek, The",English | Short (100 mins or less) | Pre-1950 | Comedy
Modern Times,English | Short (100 mins or less) | Pre-1950 | Comedy
"Navigator, The",English | Short (100 mins or less) | Pre-1950 | Comedy
Our Hospitality,English | Short (100 mins or less) | Pre-1950 | Comedy
Detour,English | Short (100 mins or less) | Pre-1950 | Crime
Gun Crazy,English | Short (100 mins or less) | Pre-1950 | Crime
"Reckless Moment, The",English | Short (100 mins or less) | Pre-1950 | Crime
Scarface,English | Short (100 mins or less) | Pre-1950 | Crime
They Live by Night,English | Short (100 mins or less) | Pre-1950 | Crime
"Diary for Timothy, A",English | Short (100 mins or less) | Pre-1950 | Documentary
Fires Were Started,English | Short (100 mins or less) | Pre-1950 | Documentary
Listen to Britain,English | Short (100 mins or less) | Pre-1950 | Documentary
Man of Aran,English | Short (100 mins or less) | Pre-1950 | Documentary
Nanook of the North,English | Short (100 mins or less) | Pre-1950 | Documentary
"Magnificent Ambersons, The",English | Short (100 mins or less) | Pre-1950 | Drama
Make Way for Tomorrow,English | Short (100 mins or less) | Pre-1950 | Drama
"Wind, The",English | Short (100 mins or less) | Pre-1950 | Drama
Pinocchio,English | Short (100 mins or less) | Pre-1950 | Fantasy
Sherlock Jr.,English | Short (100 mins or less) | Pre-1950 | Fantasy
Bride of Frankenstein,English | Short (100 mins or less) | Pre-1950 | Horror
Frankenstein,English | Short (100 mins or less) | Pre-1950 | Horror
Freaks,English | Short (100 mins or less) | Pre-1950 | Horror
I Walked with a Zombie,English | Short (100 mins or less) | Pre-1950 | Horror
42nd Street,English | Short (100 mins or less) | Pre-1950 | Musical
Dumbo,English | Short (100 mins or less) | Pre-1950 | Musical
Love Me Tonight,English | Short (100 mins or less) | Pre-1950 | Musical
On the Town,English | Short (100 mins or less) | Pre-1950 | Musical
In a Lonely Place,English | Short (100 mins or less) | Pre-1950 | Mystery
"Lady from Shanghai, The",English | Short (100 mins or less) | Pre-1950 | Mystery
Laura,English | Short (100 mins or less) | Pre-1950 | Mystery
"Maltese Falcon, The",English | Short (100 mins or less) | Pre-1950 | Mystery
Young Mr. Lincoln,English | Short (100 mins or less) | Pre-1950 | Political
Black Narcissus,English | Short (100 mins or less) | Pre-1950 | Religious
"Awful Truth, The",English | Short (100 mins or less) | Pre-1950 | Romance
Brief Encounter,English | Short (100 mins or less) | Pre-1950 | Romance
Broken Blossoms,English | Short (100 mins or less) | Pre-1950 | Romance
"Cameraman, The",English | Short (100 mins or less) | Pre-1950 | Romance
City Lights,English | Short (100 mins or less) | Pre-1950 | Romance
Design for Living,English | Short (100 mins or less) | Pre-1950 | Romance
His Girl Friday,English | Short (100 mins or less) | Pre-1950 | Romance
I Know Where I'm Going!,English | Short (100 mins or less) | Pre-1950 | Romance
"Lady Eve, The",English | Short (100 mins or less) | Pre-1950 | Romance
Letter from an Unknown Woman,English | Short (100 mins or less) | Pre-1950 | Romance
"Night at the Opera, A",English | Short (100 mins or less) | Pre-1950 | Romance
"Palm Beach Story, The",English | Short (100 mins or less) | Pre-1950 | Romance
Seven Chances,English | Short (100 mins or less) | Pre-1950 | Romance
"Shop Around the Corner, The",English | Short (100 mins or less) | Pre-1950 | Romance
"Steamboat Bill, Jr.",English | Short (100 mins or less) | Pre-1950 | Romance
Sullivan's Travels,English | Short (100 mins or less) | Pre-1950 | Romance
Tabu,English | Short (100 mins or less) | Pre-1950 | Romance
To Have and Have Not,English | Short (100 mins or less) | Pre-1950 | Romance
Top Hat,English | Short (100 mins or less) | Pre-1950 | Romance
Trouble in Paradise,English | Short (100 mins or less) | Pre-1950 | Romance
"Woman of Paris, A",English | Short (100 mins or less) | Pre-1950 | Romance
"39 Steps, The",English | Short (100 mins or less) | Pre-1950 | Spy
"Lady Vanishes, The",English | Short (100 mins or less) | Pre-1950 | Spy
Cat People,English | Short (100 mins or less) | Pre-1950 | Thriller
Out of the Past,English | Short (100 mins or less) | Pre-1950 | Thriller
Rope,English | Short (100 mins or less) | Pre-1950 | Thriller
Morocco,English | Short (100 mins or less) | Pre-1950 | War
To Be or Not to Be,English | Short (100 mins or less) | Pre-1950 | War
My Darling Clementine,English | Short (100 mins or less) | Pre-1950 | Western
Stagecoach,English | Short (100 mins or less) | Pre-1950 | Western
Wagon Master,English | Short (100 mins or less) | Pre-1950 | Western
Meshes of the Afternoon,English | Short (100 mins or less) | Pre-1950 | Avant-Garde
Assault on Precinct 13,English | Short (100 mins or less) | 1950-1990 | Action
Moonfleet,English | Short (100 mins or less) | 1950-1990 | Adventure
Walkabout,English | Short (100 mins or less) | 1950-1990 | Adventure
Airplane!,English | Short (100 mins or less) | 1950-1990 | Comedy
"Breakfast Club, The",English | Short (100 mins or less) | 1950-1990 | Comedy
Deep End,English | Short (100 mins or less) | 1950-1990 | Comedy
"Faster, Pussycat! Kill! Kill!",English | Short (100 mins or less) | 1950-1990 | Comedy
Harold and Maude,English | Short (100 mins or less) | 1950-1990 | Comedy
"Ladies Man, The",English | Short (100 mins or less) | 1950-1990 | Comedy
Monty Python's Life of Brian,English | Short (100 mins or less) | 1950-1990 | Comedy
"Party, The",English | Short (100 mins or less) | 1950-1990 | Comedy
Pink Flamingos,English | Short (100 mins or less) | 1950-1990 | Comedy
"Princess Bride, The",English | Short (100 mins or less) | 1950-1990 | Comedy
"Producers, The",English | Short (100 mins or less) | 1950-1990 | Comedy
Raising Arizona,English | Short (100 mins or less) | 1950-1990 | Comedy
Stand by Me,English | Short (100 mins or less) | 1950-1990 | Comedy
Stranger Than Paradise,English | Short (100 mins or less) | 1950-1990 | Comedy
"Sun Shines Bright, The",English | Short (100 mins or less) | 1950-1990 | Comedy
This is Spinal Tap,English | Short (100 mins or less) | 1950-1990 | Comedy
Zelig,English | Short (100 mins or less) | 1950-1990 | Comedy
Badlands,English | Short (100 mins or less) | 1950-1990 | Crime
"Big Heat, The",English | Short (100 mins or less) | 1950-1990 | Crime
Female Trouble,English | Short (100 mins or less) | 1950-1990 | Crime
"Killing, The",English | Short (100 mins or less) | 1950-1990 | Crime
"Ladykillers, The",English | Short (100 mins or less) | 1950-1990 | Crime
Don't Look Back,English | Short (100 mins or less) | 1950-1990 | Documentary
Gimme Shelter,English | Short (100 mins or less) | 1950-1990 | Documentary
Grey Gardens,English | Short (100 mins or less) | 1950-1990 | Documentary
Koyaanisqatsi,English | Short (100 mins or less) | 1950-1990 | Documentary
Salesman,English | Short (100 mins or less) | 1950-1990 | Documentary
"Thin Blue Line, The",English | Short (100 mins or less) | 1950-1990 | Documentary
Titicut Follies,English | Short (100 mins or less) | 1950-1990 | Documentary
12 Angry Men,English | Short (100 mins or less) | 1950-1990 | Drama
Bigger Than Life,English | Short (100 mins or less) | 1950-1990 | Drama
"Dead, The",English | Short (100 mins or less) | 1950-1990 | Drama
"Distant Voices, Still Lives",English | Short (100 mins or less) | 1950-1990 | Drama
Dog Star Man,English | Short (100 mins or less) | 1950-1990 | Drama
Easy Rider,English | Short (100 mins or less) | 1950-1990 | Drama
Five Easy Pieces,English | Short (100 mins or less) | 1950-1990 | Drama
Flaming Creatures,English | Short (100 mins or less) | 1950-1990 | Drama
Killer of Sheep,English | Short (100 mins or less) | 1950-1990 | Drama
Shadows,English | Short (100 mins or less) | 1950-1990 | Drama
Sweet Smell of Success,English | Short (100 mins or less) | 1950-1990 | Drama
Written on the Wind,English | Short (100 mins or less) | 1950-1990 | Drama
"Purple Rose of Cairo, The",English | Short (100 mins or less) | 1950-1990 | Fantasy
Monty Python and the Holy Grail,English | Short (100 mins or less) | 1950-1990 | History
Seven Women,English | Short (100 mins or less) | 1950-1990 | History
Carnival of Souls,English | Short (100 mins or less) | 1950-1990 | Horror
Carrie,English | Short (100 mins or less) | 1950-1990 | Horror
Dracula,English | Short (100 mins or less) | 1950-1990 | Horror
Eraserhead,English | Short (100 mins or less) | 1950-1990 | Horror
Evil Dead II,English | Short (100 mins or less) | 1950-1990 | Horror
"Fly, The",English | Short (100 mins or less) | 1950-1990 | Horror
Halloween,English | Short (100 mins or less) | 1950-1990 | Horror
"Innocents, The",English | Short (100 mins or less) | 1950-1990 | Horror
Near Dark,English | Short (100 mins or less) | 1950-1990 | Horror
Night of the Demon,English | Short (100 mins or less) | 1950-1990 | Horror
Night of the Living Dead,English | Short (100 mins or less) | 1950-1990 | Horror
"Hard Day's Night, A",English | Short (100 mins or less) | 1950-1990 | Musical
Phantom of the Paradise,English | Short (100 mins or less) | 1950-1990 | Musical
All That Heaven Allows,English | Short (100 mins or less) | 1950-1990 | Romance
Annie Hall,English | Short (100 mins or less) | 1950-1990 | Romance
Days of Heaven,English | Short (100 mins or less) | 1950-1990 | Romance
Gentlemen Prefer Blondes,English | Short (100 mins or less) | 1950-1990 | Romance
Gregory's Girl,English | Short (100 mins or less) | 1950-1990 | Romance
